# Force          
# CofR           : 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
#                
# Time           	total_x total_y total_z	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
3.159            	-3.1846530867e-02 5.8701644814e-02 2.6908981395e-01	(-3.3678810878e-02 5.6782020356e-02 2.6891751567e-01)	(1.8322800107e-03 1.9196244581e-03 1.7229828155e-04)
3.16             	-3.1899235688e-02 5.8839557875e-02 2.6830518864e-01	(-3.3732877913e-02 5.6922633364e-02 2.6813578352e-01)	(1.8336422252e-03 1.9169245106e-03 1.6940512482e-04)
3.161            	-3.1843778559e-02 5.8733874803e-02 2.6678467562e-01	(-3.3678543689e-02 5.6820009646e-02 2.6661816839e-01)	(1.8347651292e-03 1.9138651571e-03 1.6650723331e-04)
3.162            	-3.1497917072e-02 5.8934571844e-02 2.6647834708e-01	(-3.3334586785e-02 5.7023539915e-02 2.6631464058e-01)	(1.8366697124e-03 1.9110319286e-03 1.6370649408e-04)
3.163            	-3.1863812277e-02 5.8482617824e-02 2.6225158611e-01	(-3.3700762026e-02 5.6574396941e-02 2.6209110439e-01)	(1.8369497488e-03 1.9082208829e-03 1.6048171786e-04)
3.164            	-3.1163195804e-02 5.9231759138e-02 2.6557258327e-01	(-3.3002334834e-02 5.7326356822e-02 2.6541468516e-01)	(1.8391390307e-03 1.9054023158e-03 1.5789810896e-04)
3.165            	-3.1255129924e-02 5.8980721784e-02 2.6319457421e-01	(-3.3095767860e-02 5.7078473219e-02 2.6303939146e-01)	(1.8406379361e-03 1.9022485651e-03 1.5518275007e-04)
3.166            	-3.1383198137e-02 5.8802816200e-02 2.6039441163e-01	(-3.3224562120e-02 5.6903559316e-02 2.6024218185e-01)	(1.8413639827e-03 1.8992568840e-03 1.5222977921e-04)
3.167            	-3.0784398884e-02 5.9293302270e-02 2.6264052658e-01	(-3.2628015880e-02 5.7397295305e-02 2.6249072859e-01)	(1.8436169969e-03 1.8960069651e-03 1.4979798797e-04)
3.168            	-3.0761045781e-02 5.9203595592e-02 2.6079313703e-01	(-3.2606634454e-02 5.7310886668e-02 2.6064588938e-01)	(1.8455886733e-03 1.8927089235e-03 1.4724765364e-04)
3.169            	-3.0717250249e-02 5.9162245136e-02 2.5911141389e-01	(-3.2564485739e-02 5.7272829487e-02 2.5896683688e-01)	(1.8472354903e-03 1.8894156493e-03 1.4457700824e-04)
3.17             	-3.0536666231e-02 5.9303083237e-02 2.5915328356e-01	(-3.2385699733e-02 5.7417162513e-02 2.5901117107e-01)	(1.8490335022e-03 1.8859207240e-03 1.4211249646e-04)
3.171            	-3.0477831046e-02 5.9181925025e-02 2.5734462939e-01	(-3.2328429235e-02 5.7299643250e-02 2.5720506587e-01)	(1.8505981888e-03 1.8822817744e-03 1.3956352020e-04)
3.172            	-3.0453753927e-02 5.8359660358e-02 2.5205781625e-01	(-3.2305416907e-02 5.6481295722e-02 2.5192127508e-01)	(1.8516629797e-03 1.8783646354e-03 1.3654117174e-04)
3.173            	-3.0651505660e-02 5.9036770260e-02 2.5450323312e-01	(-3.2503530762e-02 5.7162449103e-02 2.5436921030e-01)	(1.8520251014e-03 1.8743211568e-03 1.3402281958e-04)
3.174            	-3.0332804468e-02 5.9533276745e-02 2.5574305450e-01	(-3.2185609697e-02 5.7662826733e-02 2.5561126925e-01)	(1.8528052286e-03 1.8704500122e-03 1.3178525178e-04)
3.175            	-2.9965687516e-02 5.9433780932e-02 2.5420884444e-01	(-3.1819936501e-02 5.7567214360e-02 2.5407938224e-01)	(1.8542489852e-03 1.8665665719e-03 1.2946220349e-04)
3.176            	-2.9745777529e-02 5.9569665840e-02 2.5368213751e-01	(-3.1601740796e-02 5.7706872118e-02 2.5355494812e-01)	(1.8559632665e-03 1.8627937229e-03 1.2718938679e-04)
3.177            	-2.9621926169e-02 5.9594813960e-02 2.5264457158e-01	(-3.1479489024e-02 5.7735795073e-02 2.5251964393e-01)	(1.8575628541e-03 1.8590188874e-03 1.2492764643e-04)
3.178            	-2.9834466863e-02 5.9304957162e-02 2.5036537523e-01	(-3.1692683303e-02 5.7450123783e-02 2.5024279134e-01)	(1.8582164394e-03 1.8548333792e-03 1.2258388679e-04)
3.179            	-2.9402393096e-02 5.9573160062e-02 2.5060717840e-01	(-3.1262048213e-02 5.7722349217e-02 2.5048674810e-01)	(1.8596551167e-03 1.8508108452e-03 1.2043030340e-04)
3.18             	-2.9221189892e-02 5.9595764153e-02 2.4968982440e-01	(-3.1082428953e-02 5.7749037614e-02 2.4957149191e-01)	(1.8612390610e-03 1.8467265393e-03 1.1833249000e-04)
3.181            	-2.9142795971e-02 5.9704356056e-02 2.4906955690e-01	(-3.1005322763e-02 5.7861665793e-02 2.4895327750e-01)	(1.8625267928e-03 1.8426902631e-03 1.1627940026e-04)
3.182            	-2.8900709452e-02 5.9697088696e-02 2.4806403468e-01	(-3.0764833619e-02 5.7858502184e-02 2.4794979325e-01)	(1.8641241667e-03 1.8385865122e-03 1.1424142532e-04)
3.183            	-2.9164978623e-02 5.9425407622e-02 2.4612465462e-01	(-3.1029400031e-02 5.7591533913e-02 2.4601247264e-01)	(1.8644214078e-03 1.8338737082e-03 1.1218198702e-04)
3.184            	-2.8725638212e-02 5.9589169084e-02 2.4561638496e-01	(-3.0591250316e-02 5.7759625883e-02 2.4550623230e-01)	(1.8656121037e-03 1.8295432011e-03 1.1015265722e-04)
3.185            	-2.8604968832e-02 5.9658326992e-02 2.4499154350e-01	(-3.0471658326e-02 5.7833179661e-02 2.4488331413e-01)	(1.8666894945e-03 1.8251473307e-03 1.0822937468e-04)
3.186            	-2.8464826635e-02 5.9666069919e-02 2.4410154681e-01	(-3.0332647654e-02 5.7845371119e-02 2.4399521377e-01)	(1.8678210191e-03 1.8206988000e-03 1.0633303565e-04)
3.187            	-2.8521414779e-02 5.9486398360e-02 2.4242892141e-01	(-3.0389766462e-02 5.7670395898e-02 2.4232451480e-01)	(1.8683516824e-03 1.8160024620e-03 1.0440660978e-04)
3.188            	-2.8366592941e-02 5.9629988366e-02 2.4208598509e-01	(-3.0235518827e-02 5.7818573189e-02 2.4198343507e-01)	(1.8689258863e-03 1.8114151776e-03 1.0255002328e-04)
3.189            	-2.8115613097e-02 5.9585928809e-02 2.4089195668e-01	(-2.9985318402e-02 5.7779086584e-02 2.4079127996e-01)	(1.8697053045e-03 1.8068422250e-03 1.0067671635e-04)
3.19             	-2.8159429481e-02 5.8846006795e-02 2.3653124456e-01	(-3.0029242506e-02 5.7043959368e-02 2.3643282170e-01)	(1.8698130250e-03 1.8020474263e-03 9.8422859457e-05)
3.191            	-2.8082135841e-02 5.9574571565e-02 2.3939801427e-01	(-2.9952150377e-02 5.7777396368e-02 2.3930126505e-01)	(1.8700145360e-03 1.7971751972e-03 9.6749223620e-05)
3.192            	-2.7940722911e-02 5.9980026086e-02 2.3991008535e-01	(-2.9810912735e-02 5.8187373963e-02 2.3981488771e-01)	(1.8701898238e-03 1.7926521232e-03 9.5197634730e-05)
3.193            	-2.7562528539e-02 5.9823072620e-02 2.3842731345e-01	(-2.9433560795e-02 5.8035018538e-02 2.3833369669e-01)	(1.8710322560e-03 1.7880540818e-03 9.3616758848e-05)
3.194            	-2.7421737949e-02 5.9758633453e-02 2.3727035470e-01	(-2.9293549412e-02 5.7975243130e-02 2.3717834792e-01)	(1.8718114630e-03 1.7833903223e-03 9.2006784256e-05)
3.195            	-2.7357719904e-02 5.9783316309e-02 2.3641290098e-01	(-2.9230065552e-02 5.8004548040e-02 2.3632247927e-01)	(1.8723456478e-03 1.7787682691e-03 9.0421702570e-05)
3.196            	-2.7595639778e-02 5.9194979971e-02 2.3266328360e-01	(-2.9467373521e-02 5.7420999627e-02 2.3257479642e-01)	(1.8717337431e-03 1.7739803430e-03 8.8487173837e-05)
3.197            	-2.7083957267e-02 5.9716414547e-02 2.3465879415e-01	(-2.8956319541e-02 5.7947295516e-02 2.3457177504e-01)	(1.8723622739e-03 1.7691190311e-03 8.7019112473e-05)
3.198            	-2.6868000267e-02 5.9713796951e-02 2.3356910925e-01	(-2.8741192517e-02 5.7949359297e-02 2.3348363187e-01)	(1.8731922501e-03 1.7644376538e-03 8.5477384880e-05)
3.199            	-2.6749965686e-02 5.9659555380e-02 2.3249603518e-01	(-2.8623904590e-02 5.7899862153e-02 2.3241209368e-01)	(1.8739389036e-03 1.7596932276e-03 8.3941504382e-05)
3.2              	-2.6833807247e-02 5.9414367456e-02 2.3039556507e-01	(-2.8707804645e-02 5.7659449212e-02 2.3031332240e-01)	(1.8739973985e-03 1.7549182439e-03 8.2242669758e-05)
3.201            	-2.6386430485e-02 5.9692725531e-02 2.3117819497e-01	(-2.8261464472e-02 5.7942661998e-02 2.3109734352e-01)	(1.8750339867e-03 1.7500635326e-03 8.0851454780e-05)
3.202            	-2.6514572901e-02 5.9415627526e-02 2.2903710378e-01	(-2.8389873590e-02 5.7670545515e-02 2.2895780245e-01)	(1.8753006889e-03 1.7450820110e-03 7.9301321943e-05)
3.203            	-2.6112850125e-02 5.9545003793e-02 2.2877916586e-01	(-2.7989159030e-02 5.7804744463e-02 2.2870131506e-01)	(1.8763089058e-03 1.7402593299e-03 7.7850802111e-05)
3.204            	-2.6063212166e-02 5.9493621006e-02 2.2773180929e-01	(-2.7940303056e-02 5.7758248884e-02 2.2765546418e-01)	(1.8770908902e-03 1.7353721218e-03 7.6345112218e-05)
3.205            	-2.5969996654e-02 5.9393181292e-02 2.2597840331e-01	(-2.7847713414e-02 5.7662423545e-02 2.2590371461e-01)	(1.8777167594e-03 1.7307577464e-03 7.4688694831e-05)
3.206            	-2.5696049447e-02 5.9410265863e-02 2.2602793579e-01	(-2.7574849954e-02 5.7684557220e-02 2.2595467340e-01)	(1.8788005072e-03 1.7257086426e-03 7.3262395784e-05)
3.207            	-2.5782377516e-02 5.9221269999e-02 2.2448419403e-01	(-2.7661517448e-02 5.7500836918e-02 2.2441239871e-01)	(1.8791399321e-03 1.7204330812e-03 7.1795320721e-05)
3.208            	-2.5608084625e-02 5.9137174797e-02 2.2332502406e-01	(-2.7487755863e-02 5.7421991278e-02 2.2325477331e-01)	(1.8796712377e-03 1.7151835191e-03 7.0250749089e-05)
3.209            	-2.5707842848e-02 5.8118945566e-02 2.1804208526e-01	(-2.7587197644e-02 5.6409159498e-02 2.1797390164e-01)	(1.8793547966e-03 1.7097860679e-03 6.8183620566e-05)
3.21             	-2.5544302819e-02 5.9510482620e-02 2.2326943999e-01	(-2.7423830133e-02 5.7805766939e-02 2.2320257052e-01)	(1.8795273138e-03 1.7047156807e-03 6.6869464003e-05)
3.211            	-2.5297485586e-02 5.9087667898e-02 2.2060502563e-01	(-2.7177378890e-02 5.7388059289e-02 2.2053969422e-01)	(1.8798933045e-03 1.6996086089e-03 6.5331410774e-05)
3.212            	-2.4935032500e-02 5.9149077543e-02 2.2025300986e-01	(-2.6815982177e-02 5.7454514875e-02 2.2018921222e-01)	(1.8809496777e-03 1.6945626681e-03 6.3797647643e-05)
3.213            	-2.4805782543e-02 5.9093669502e-02 2.1929059339e-01	(-2.6687772217e-02 5.7404152936e-02 2.1922834224e-01)	(1.8819896742e-03 1.6895165657e-03 6.2251152657e-05)
3.214            	-2.4621438412e-02 5.9091352143e-02 2.1854927928e-01	(-2.6504635269e-02 5.7406823768e-02 2.1848860503e-01)	(1.8831968573e-03 1.6845283751e-03 6.0674255088e-05)
3.215            	-2.4446819856e-02 5.9095685745e-02 2.1781928479e-01	(-2.6331328985e-02 5.7416095052e-02 2.1776019227e-01)	(1.8845091290e-03 1.6795906934e-03 5.9092528562e-05)
3.216            	-2.4498540997e-02 5.8834027663e-02 2.1624204401e-01	(-2.6383789137e-02 5.7159719420e-02 2.1618460017e-01)	(1.8852481406e-03 1.6743082431e-03 5.7443844523e-05)
3.217            	-2.4180913256e-02 5.8845444234e-02 2.1548211692e-01	(-2.6067483443e-02 5.7176207456e-02 2.1542633999e-01)	(1.8865701869e-03 1.6692367778e-03 5.5776929669e-05)
3.218            	-2.4005148434e-02 5.8803979315e-02 2.1472434072e-01	(-2.5893180181e-02 5.7139910012e-02 2.1467022422e-01)	(1.8880317464e-03 1.6640693028e-03 5.4116507114e-05)
3.219            	-2.3928896819e-02 5.8709645869e-02 2.1363284409e-01	(-2.5818226892e-02 5.7050780681e-02 2.1358040522e-01)	(1.8893300734e-03 1.6588651884e-03 5.2438873126e-05)
3.22             	-2.3813618380e-02 5.8677019254e-02 2.1293223544e-01	(-2.5704244643e-02 5.7023443024e-02 2.1288146900e-01)	(1.8906262624e-03 1.6535762294e-03 5.0766446318e-05)
3.221            	-2.3962712308e-02 5.8515753359e-02 2.1154751023e-01	(-2.5853818139e-02 5.6867514939e-02 2.1149848755e-01)	(1.8911058306e-03 1.6482384204e-03 4.9022679490e-05)
3.222            	-2.3607000131e-02 5.8449251425e-02 2.1071434307e-01	(-2.5499280237e-02 5.6806377022e-02 2.1066704522e-01)	(1.8922801062e-03 1.6428744028e-03 4.7297847252e-05)
3.223            	-2.3445072896e-02 5.8454331975e-02 2.1011973202e-01	(-2.5338670761e-02 5.6816792840e-02 2.1007409485e-01)	(1.8935978648e-03 1.6375391349e-03 4.5637170535e-05)
3.224            	-2.3318287667e-02 5.8297746920e-02 2.0889250507e-01	(-2.5213217386e-02 5.6665622297e-02 2.0884854058e-01)	(1.8949297196e-03 1.6321246235e-03 4.3964493468e-05)
3.225            	-2.3239500594e-02 5.8161969124e-02 2.0766154358e-01	(-2.5135531681e-02 5.6535273394e-02 2.0761927732e-01)	(1.8960310866e-03 1.6266957294e-03 4.2266260018e-05)
3.226            	-2.3257122041e-02 5.7992491443e-02 2.0662498782e-01	(-2.5154013921e-02 5.6371473402e-02 2.0658433412e-01)	(1.8968918801e-03 1.6210180416e-03 4.0653704728e-05)
3.227            	-2.3185927906e-02 5.7975269440e-02 2.0578075687e-01	(-2.5083555088e-02 5.6359753615e-02 2.0574171114e-01)	(1.8976271822e-03 1.6155158247e-03 3.9045732438e-05)
3.228            	-2.2704692997e-02 5.7862794513e-02 2.0485803821e-01	(-2.4604043290e-02 5.6252768135e-02 2.0482058544e-01)	(1.8993502934e-03 1.6100263773e-03 3.7452768916e-05)
3.229            	-2.3102879017e-02 5.6819391346e-02 2.0045110023e-01	(-2.5002469969e-02 5.5215417987e-02 2.0041553873e-01)	(1.8995909519e-03 1.6039733591e-03 3.5561496761e-05)
3.23             	-2.2213554192e-02 5.8509584172e-02 2.0610685705e-01	(-2.4115845429e-02 5.6910701978e-02 2.0607243254e-01)	(1.9022912366e-03 1.5988821932e-03 3.4424506151e-05)
3.231            	-2.2061974755e-02 5.7945202830e-02 2.0348168076e-01	(-2.3966978100e-02 5.6351642188e-02 2.0344858690e-01)	(1.9050033454e-03 1.5935606421e-03 3.3093862191e-05)
3.232            	-2.2224190397e-02 5.7773615686e-02 2.0235692192e-01	(-2.4131067230e-02 5.6185613534e-02 2.0232518356e-01)	(1.9068768336e-03 1.5880021521e-03 3.1738360202e-05)
3.233            	-2.2371540501e-02 5.7124089146e-02 1.9863009344e-01	(-2.4279423013e-02 5.5541366770e-02 1.9860014554e-01)	(1.9078825121e-03 1.5827223760e-03 2.9947902017e-05)
3.234            	-2.1675097349e-02 5.7891234358e-02 2.0181301352e-01	(-2.3585905920e-02 5.6313910540e-02 2.0178421663e-01)	(1.9108085710e-03 1.5773238179e-03 2.8796888535e-05)
3.235            	-2.1601602975e-02 5.7554021633e-02 1.9984313489e-01	(-2.3515111846e-02 5.5982106496e-02 1.9981564570e-01)	(1.9135088717e-03 1.5719151375e-03 2.7489190373e-05)
3.236            	-2.1423063326e-02 5.7461562734e-02 1.9890186859e-01	(-2.3339433207e-02 5.5895004776e-02 1.9887571823e-01)	(1.9163698815e-03 1.5665579583e-03 2.6150358793e-05)
3.237            	-2.1547535153e-02 5.7047619464e-02 1.9683962522e-01	(-2.3466052553e-02 5.5486645668e-02 1.9681491024e-01)	(1.9185174003e-03 1.5609737962e-03 2.4714978288e-05)
3.238            	-2.1151427610e-02 5.7102239937e-02 1.9649683844e-01	(-2.3072885071e-02 5.5546691726e-02 1.9647349621e-01)	(1.9214574605e-03 1.5555482108e-03 2.3342231890e-05)
3.239            	-2.1333352520e-02 5.6659574308e-02 1.9390615846e-01	(-2.3256813637e-02 5.5109357866e-02 1.9388442268e-01)	(1.9234611169e-03 1.5502164416e-03 2.1735783051e-05)
3.24             	-2.0732894041e-02 5.7038381501e-02 1.9542210947e-01	(-2.2659845752e-02 5.5493667422e-02 1.9540156502e-01)	(1.9269517114e-03 1.5447140792e-03 2.0544446803e-05)
3.241            	-2.0701780346e-02 5.6860343381e-02 1.9400385198e-01	(-2.2631885378e-02 5.5321036201e-02 1.9398457580e-01)	(1.9301050312e-03 1.5393071802e-03 1.9276173543e-05)
3.242            	-2.0745974141e-02 5.6524598341e-02 1.9247066153e-01	(-2.2678728274e-02 5.4991111607e-02 1.9245264188e-01)	(1.9327541330e-03 1.5334867342e-03 1.8019656212e-05)
3.243            	-2.0492854682e-02 5.6478809377e-02 1.9164997810e-01	(-2.2428601808e-02 5.4950912425e-02 1.9163322943e-01)	(1.9357471255e-03 1.5278969512e-03 1.6748673961e-05)
3.244            	-2.0224002352e-02 5.6551023907e-02 1.9130778014e-01	(-2.2163203181e-02 5.5028513491e-02 1.9129225861e-01)	(1.9392008291e-03 1.5225104166e-03 1.5521530373e-05)
3.245            	-2.0123612624e-02 5.6344205580e-02 1.9002087883e-01	(-2.2066117252e-02 5.4827152386e-02 1.9000660603e-01)	(1.9425046284e-03 1.5170531947e-03 1.4272801834e-05)
3.246            	-2.0077683454e-02 5.6141566252e-02 1.8857051888e-01	(-2.2023322977e-02 5.4629942829e-02 1.8855758522e-01)	(1.9456395234e-03 1.5116234233e-03 1.2933663902e-05)
3.247            	-1.9998486028e-02 5.5807796904e-02 1.8756310785e-01	(-2.1947127965e-02 5.4302254638e-02 1.8755130430e-01)	(1.9486419371e-03 1.5055422663e-03 1.1803547404e-05)
3.248            	-1.9686638537e-02 5.5922454968e-02 1.8731747324e-01	(-2.1638842851e-02 5.4422743709e-02 1.8730672512e-01)	(1.9522043140e-03 1.4997112592e-03 1.0748124458e-05)
3.249            	-1.9504471825e-02 5.5762879064e-02 1.8618852082e-01	(-2.1460308466e-02 5.4268989474e-02 1.8617881633e-01)	(1.9558366417e-03 1.4938895895e-03 9.7044838865e-06)
3.25             	-1.9529496696e-02 5.4694355711e-02 1.8176168012e-01	(-2.1488365050e-02 5.3206552190e-02 1.8175340630e-01)	(1.9588683538e-03 1.4878035211e-03 8.2738256325e-06)
3.251            	-1.9180616293e-02 5.6138753696e-02 1.8654569342e-01	(-2.1143390829e-02 5.4656639210e-02 1.8653808498e-01)	(1.9627745367e-03 1.4821144859e-03 7.6084393286e-06)
3.252            	-1.9036280745e-02 5.5548004225e-02 1.8403244423e-01	(-2.1002955434e-02 5.4071837809e-02 1.8402564730e-01)	(1.9666746892e-03 1.4761664160e-03 6.7969266056e-06)
3.253            	-1.8941787035e-02 5.5453529258e-02 1.8306589878e-01	(-2.0912144557e-02 5.3983196858e-02 1.8305992610e-01)	(1.9703575225e-03 1.4703324000e-03 5.9726759606e-06)
3.254            	-1.8758881411e-02 5.5082617814e-02 1.8140522304e-01	(-2.0733115339e-02 5.3618401243e-02 1.8140007102e-01)	(1.9742339272e-03 1.4642165704e-03 5.1520163644e-06)
3.255            	-1.8644063707e-02 5.4863251642e-02 1.8025946582e-01	(-2.0622114192e-02 5.3405309689e-02 1.8025507859e-01)	(1.9780504846e-03 1.4579419537e-03 4.3872335147e-06)
3.256            	-1.8423132740e-02 5.4796810514e-02 1.7958974754e-01	(-2.0405238771e-02 5.3345132970e-02 1.7958606369e-01)	(1.9821060303e-03 1.4516775441e-03 3.6838496498e-06)
3.257            	-1.8330167598e-02 5.4508291370e-02 1.7824012347e-01	(-2.0316204411e-02 5.3063077240e-02 1.7823709373e-01)	(1.9860368135e-03 1.4452141298e-03 3.0297393391e-06)
3.258            	-1.8272020344e-02 5.4224496170e-02 1.7689162922e-01	(-2.0261765428e-02 5.2785925772e-02 1.7688923222e-01)	(1.9897450844e-03 1.4385703975e-03 2.3969975041e-06)
3.259            	-1.8034346330e-02 5.4154515821e-02 1.7616053583e-01	(-2.0028091359e-02 5.2722458903e-02 1.7615870047e-01)	(1.9937450287e-03 1.4320569184e-03 1.8353565612e-06)
3.26             	-1.8079792328e-02 5.3997271870e-02 1.7517699913e-01	(-2.0077009451e-02 5.2571762718e-02 1.7517570248e-01)	(1.9972171233e-03 1.4255091522e-03 1.2966513052e-06)
3.261            	-1.7721589306e-02 5.3897398238e-02 1.7443571335e-01	(-1.9722941353e-02 5.2478362662e-02 1.7443485929e-01)	(2.0013520475e-03 1.4190355757e-03 8.5405814318e-07)
3.262            	-1.7517839771e-02 5.3779709329e-02 1.7357383017e-01	(-1.9523543278e-02 5.2367074433e-02 1.7357337257e-01)	(2.0057035071e-03 1.4126348964e-03 4.5760223834e-07)
3.263            	-1.7280771618e-02 5.3660463633e-02 1.7272862096e-01	(-1.9291098303e-02 5.2254169114e-02 1.7272849525e-01)	(2.0103266848e-03 1.4062945196e-03 1.2570265186e-07)
3.264            	-1.7424635180e-02 5.3165417194e-02 1.7075838765e-01	(-1.9438770641e-02 5.1765822286e-02 1.7075860726e-01)	(2.0141354608e-03 1.3995949081e-03 -2.1961008990e-07)
3.265            	-1.7057149656e-02 5.3158438403e-02 1.7031767097e-01	(-1.9075785436e-02 5.1765367441e-02 1.7031812996e-01)	(2.0186357794e-03 1.3930709618e-03 -4.5898169276e-07)
3.266            	-1.6852519122e-02 5.3056890412e-02 1.6958558400e-01	(-1.8875858722e-02 5.1670277903e-02 1.6958622957e-01)	(2.0233396006e-03 1.3866125097e-03 -6.4557681473e-07)
3.267            	-1.7024358206e-02 5.2367361518e-02 1.6655255426e-01	(-1.9051432470e-02 5.0987209919e-02 1.6655363037e-01)	(2.0270742640e-03 1.3801515992e-03 -1.0761108542e-06)
3.268            	-1.6471961584e-02 5.2829901038e-02 1.6819346183e-01	(-1.8504141544e-02 5.1456191478e-02 1.6819454823e-01)	(2.0321799593e-03 1.3737095596e-03 -1.0863988974e-06)
3.269            	-1.6379830352e-02 5.2615715007e-02 1.6700746826e-01	(-1.8416988788e-02 5.1248363024e-02 1.6700859279e-01)	(2.0371584365e-03 1.3673519828e-03 -1.1245247815e-06)
3.27             	-1.6255631069e-02 5.2373213654e-02 1.6582490107e-01	(-1.8297674033e-02 5.1012235189e-02 1.6582607247e-01)	(2.0420429646e-03 1.3609784647e-03 -1.1714012728e-06)
3.271            	-1.6112200655e-02 5.2100874931e-02 1.6453047673e-01	(-1.8159184094e-02 5.0746254660e-02 1.6453172323e-01)	(2.0469834385e-03 1.3546202712e-03 -1.2464999439e-06)
3.272            	-1.6707397911e-02 5.0267166462e-02 1.5811067686e-01	(-1.8757148140e-02 4.8919694675e-02 1.5811253728e-01)	(2.0497502288e-03 1.3474717870e-03 -1.8604163109e-06)
3.273            	-1.5705244196e-02 5.1952372643e-02 1.6325996143e-01	(-1.7760356026e-02 5.0611025698e-02 1.6326171780e-01)	(2.0551118299e-03 1.3413469453e-03 -1.7563724530e-06)
3.274            	-1.5526825961e-02 5.1885083254e-02 1.6267470521e-01	(-1.7587414983e-02 5.0549748428e-02 1.6267633128e-01)	(2.0605890211e-03 1.3353348260e-03 -1.6260673739e-06)
3.275            	-1.5497233706e-02 5.1433248375e-02 1.6085473841e-01	(-1.7562891996e-02 5.0104040495e-02 1.6085631637e-01)	(2.0656582897e-03 1.3292078801e-03 -1.5779596934e-06)
3.276            	-1.5996494869e-02 5.0421567437e-02 1.5681949262e-01	(-1.8065273369e-02 4.9098659547e-02 1.5682141725e-01)	(2.0687785003e-03 1.3229078907e-03 -1.9246359272e-06)
